# Nmax = 7
# L1 L2 L3   u11 u12 u13   u21 u22 u23   u31 u32 u33   (periodicity)
10.6771 4.1665 0.0225   7 7 4   3 2 -3   2 2 1   (1)
10.6771 4.1917 0.0223   7 -7 4   0 5 1   1 1 1   (1)
10.6771 4.2447 0.0221   7 7 4   -1 5 1   4 -1 1   (1)
10.6771 4.2643 0.0220   7 7 4   7 2 0   -1 1 1   (1)
10.6771 4.2725 0.0219   7 7 -4   5 2 2   1 0 1   (1)
10.6771 4.2940 0.0218   7 7 4   0 6 1   2 1 1   (1)
10.6771 4.2971 0.0218   7 7 4   3 2 6   2 2 1   (1)
10.6771 4.3397 0.0216   7 4 -7   3 3 2   0 1 4   (1)
10.6771 4.3428 0.0216   7 7 4   2 0 5   0 1 -2   (1)
10.6771 4.3549 0.0215   7 7 4   -3 1 3   2 1 0   (1)
10.6771 4.3880 0.0213   7 7 4   3 0 5   2 3 0   (1)
10.6771 4.4278 0.0212   7 7 4   1 0 5   2 2 1   (1)
10.6771 4.4858 0.0209   7 7 4   2 -4 1   0 1 0   (1)
10.6771 4.4985 0.0208   7 7 4   6 1 -1   2 3 2   (1)
10.6771 4.5586 0.0205   7 7 4   2 1 -4   2 2 1   (1)
10.6771 4.5595 0.0205   7 7 4   4 0 5   0 -3 2   (1)
10.6771 4.5787 0.0205   7 7 4   -1 5 3   1 0 0   (1)
10.6771 4.5816 0.0204   7 4 -7   4 4 1   0 1 3   (1)
10.6771 4.5940 0.0204   7 7 -4   4 2 3   1 0 2   (1)
10.6771 4.6217 0.0203   7 7 4   1 4 -3   2 3 0   (1)
10.6771 4.6670 0.0201   7 7 4   2 -3 3   2 5 0   (1)
10.6771 4.6895 0.0200   7 7 4   4 3 -3   2 2 1   (1)
10.6771 4.7397 0.0198   7 7 4   4 1 6   1 -1 3   (1)
10.6771 4.7545 0.0197   7 7 4   0 5 -2   1 0 1   (1)
10.6771 4.7702 0.0196   7 7 4   0 4 -3   3 0 4   (1)
10.6771 4.8031 0.0195   7 7 4   4 -2 3   2 3 1   (1)
10.6771 4.8205 0.0194   7 7 4   2 1 6   2 2 1   (1)
10.6771 4.8468 0.0193   7 7 4   -1 1 5   3 2 -1   (1)
10.6771 4.9329 0.0190   7 7 4   0 6 -1   2 3 1   (1)
10.6771 4.9355 0.0190   7 7 4   3 -2 4   1 0 1   (1)
10.6771 4.9515 0.0189   7 7 4   1 0 -5   2 2 1   (1)
10.6771 4.9568 0.0189   7 7 4   -3 4 0   3 0 1   (1)
10.6771 4.9657 0.0189   7 7 4   6 -1 1   3 1 1   (1)
10.6771 4.9780 0.0188   7 7 4   -1 6 2   3 1 1   (1)
10.6771 4.9859 0.0188   7 7 4   -1 3 5   1 2 2   (1)
10.6771 4.9939 0.0188   7 4 -7   4 1 3   1 0 2   (1)
10.6771 5.0131 0.0187   7 7 4   -2 5 0   2 1 1   (1)
10.6771 5.0289 0.0186   7 -7 4   1 4 3   0 2 1   (1)
10.6771 5.0619 0.0185   7 7 4   5 -2 2   2 1 1   (1)
10.6771 5.0827 0.0184   7 7 4   3 2 -4   2 2 1   (1)
10.6771 5.0913 0.0184   7 7 4   -4 3 1   5 1 1   (1)
10.6771 5.0982 0.0184   7 7 4   2 5 -3   1 0 2   (1)
10.6771 5.1007 0.0184   7 7 4   3 5 -3   1 0 3   (1)
10.6771 5.1239 0.0183   7 7 4   -1 6 0   2 0 1   (1)
10.6771 5.1597 0.0182   7 7 4   6 -1 3   2 0 1   (1)
10.6771 5.1987 0.0180   7 4 -7   4 2 3   2 1 1   (1)
10.6771 5.2063 0.0180   7 7 4   5 1 -3   1 2 2   (1)
10.6771 5.2138 0.0180   7 7 4   3 2 7   2 2 1   (1)
10.6771 5.2206 0.0179   7 7 4   4 -1 5   1 2 0   (1)
10.6771 5.2231 0.0179   7 7 4   1 7 -1   3 2 2   (1)
10.6771 5.2407 0.0179   7 7 4   2 -5 1   0 1 0   (1)
10.6771 5.3336 0.0176   7 7 4   -2 5 3   1 0 0   (1)
10.6771 5.3402 0.0175   7 7 4   1 -2 5   1 0 2   (1)
10.6771 5.3451 0.0175   7 7 4   1 0 6   2 2 1   (1)
10.6771 5.3558 0.0175   7 7 4   2 0 -5   0 1 3   (1)
10.6771 5.3819 0.0174   7 7 4   2 -4 3   3 2 2   (1)
10.6771 5.3844 0.0174   7 7 4   3 -4 2   2 5 1   (1)
10.6771 5.4185 0.0173   7 7 4   0 5 -3   1 2 0   (1)
10.6771 5.4306 0.0172   7 -7 4   2 2 5   0 1 1   (1)
10.6771 5.4378 0.0172   7 7 4   1 -6 1   2 4 1   (1)
10.6771 5.4620 0.0171   7 7 -4   1 4 4   1 2 1   (1)
10.6771 5.4764 0.0171   7 7 4   2 1 -5   2 2 1   (1)
10.6771 5.4940 0.0170   7 -7 4   6 1 4   1 4 1   (1)
10.6771 5.5195 0.0170   7 7 4   5 0 6   2 -1 3   (1)
10.6771 5.5528 0.0169   7 7 4   4 -3 3   3 0 2   (1)
10.6771 5.6078 0.0167   7 7 4   4 3 -4   2 2 1   (1)
10.6771 5.6117 0.0167   7 7 4   1 3 7   2 1 -2   (1)
10.6771 5.6140 0.0167   7 7 4   2 -5 2   2 3 1   (1)
10.6771 5.6219 0.0167   7 -7 4   3 2 5   0 3 2   (1)
10.6771 5.6584 0.0166   7 7 -4   6 2 3   1 0 1   (1)
10.6771 5.6708 0.0165   7 7 4   5 -3 1   3 0 1   (1)
10.6771 5.6955 0.0164   7 4 -7   7 1 1   2 0 1   (1)
10.6771 5.7070 0.0164   7 7 4   -1 2 6   2 1 -1   (1)
10.6771 5.7231 0.0164   7 7 4   -5 1 3   0 1 1   (1)
10.6771 5.7254 0.0164   7 7 4   1 -4 4   3 4 1   (1)
10.6771 5.7323 0.0163   7 7 4   -4 4 1   1 2 1   (1)
10.6771 5.7392 0.0163   7 7 4   2 1 7   2 2 1   (1)
10.6771 5.7438 0.0163   7 7 4   -2 5 4   3 2 1   (1)
10.6771 5.7811 0.0162   7 7 4   7 -1 3   2 1 1   (1)
10.6771 5.8121 0.0161   7 7 4   3 -4 3   1 4 0   (1)
10.6771 5.8302 0.0161   7 7 4   3 0 -5   4 3 0   (1)
10.6771 5.8415 0.0160   7 7 4   3 -5 1   4 1 2   (1)
10.6771 5.8684 0.0160   7 7 4   1 3 -5   2 1 4   (1)
10.6771 5.8707 0.0160   7 7 4   1 0 -6   2 2 1   (1)
10.6771 5.8826 0.0159   7 -7 4   1 6 2   1 1 1   (1)
10.6771 5.8893 0.0159   7 7 4   1 -3 5   2 3 0   (1)
10.6771 5.9042 0.0159   7 7 4   4 -2 5   1 0 1   (1)
10.6771 5.9131 0.0158   7 -7 4   6 2 3   2 1 1   (1)
10.6771 5.9361 0.0158   7 -7 4   4 1 6   0 4 3   (1)
10.6771 5.9552 0.0157   7 4 -7   6 5 1   1 1 1   (1)
10.6771 5.9956 0.0156   7 7 4   2 -6 1   0 1 0   (1)
10.6771 6.0022 0.0156   7 7 4   3 2 -5   2 2 1   (1)
10.6771 6.0299 0.0155   7 -7 4   4 3 4   0 4 1   (1)
10.6771 6.0430 0.0155   7 7 4   2 -3 5   1 3 -1   (1)
10.6771 6.0777 0.0154   7 7 4   0 3 7   4 3 0   (1)
10.6771 6.0885 0.0154   7 7 4   -3 5 3   1 0 0   (1)
10.6771 6.1065 0.0153   7 7 4   -5 2 3   2 3 2   (1)
10.6771 6.1230 0.0153   7 7 4   0 4 7   3 2 0   (1)
10.6771 6.1259 0.0153   7 7 4   2 0 7   0 1 -3   (1)
10.6771 6.1337 0.0153   7 7 4   5 4 -4   2 2 1   (1)
10.6771 6.1509 0.0152   7 7 -4   5 0 4   3 1 1   (1)
10.6771 6.1914 0.0151   7 -7 4   1 7 1   3 2 2   (1)
10.6771 6.2020 0.0151   7 7 4   -2 1 6   1 2 3   (1)
10.6771 6.2597 0.0150   7 7 4   0 5 7   1 2 2   (1)
10.6771 6.2653 0.0149   7 7 4   1 0 7   2 2 1   (1)
10.6771 6.2842 0.0149   7 7 4   3 -3 5   1 2 0   (1)
10.6771 6.3037 0.0149   7 7 4   -4 4 3   0 3 2   (1)
10.6771 6.3474 0.0148   7 -7 4   3 4 4   0 3 1   (1)
10.6771 6.3591 0.0147   7 7 4   0 4 -5   3 2 3   (1)
10.6771 6.3653 0.0147   7 7 4   6 -3 1   4 3 2   (1)
10.6771 6.3695 0.0147   7 7 4   5 -4 0   4 0 1   (1)
10.6771 6.3839 0.0147   7 7 -4   4 2 5   1 0 3   (1)
10.6771 6.3860 0.0147   7 7 4   7 -2 2   1 3 1   (1)
10.6771 6.3970 0.0146   7 7 4   2 1 -6   2 2 1   (1)
10.6771 6.3983 0.0146   7 7 4   -4 5 1   3 1 1   (1)
10.6771 6.4250 0.0146   7 7 4   7 -1 5   2 3 1   (1)
10.6771 6.4311 0.0146   7 7 4   1 -6 3   3 5 1   (1)
10.6771 6.4516 0.0145   7 7 4   -3 6 2   1 2 1   (1)
10.6771 6.4801 0.0145   7 7 4   1 -4 5   2 1 2   (1)
10.6771 6.4821 0.0144   7 7 4   1 7 -3   1 2 0   (1)
10.6771 6.5003 0.0144   7 7 4   7 -2 0   1 2 1   (1)
10.6771 6.5165 0.0144   7 -7 4   6 1 6   2 3 3   (1)
10.6771 6.5286 0.0143   7 7 4   4 3 -5   2 2 1   (1)
10.6771 6.5548 0.0143   7 7 4   -5 3 3   3 2 1   (1)
10.6771 6.5768 0.0142   7 -7 4   2 1 7   0 1 2   (1)
10.6771 6.5915 0.0142   7 7 4   1 6 -4   2 0 3   (1)
10.6771 6.5928 0.0142   7 7 4   -6 3 1   0 2 1   (1)
10.6771 6.5974 0.0142   7 -7 4   3 1 7   0 3 4   (1)
10.6771 6.6034 0.0142   7 7 4   -3 4 5   5 2 0   (1)
10.6771 6.6425 0.0141   7 7 4   -1 1 7   3 2 -2   (1)
10.6771 6.6603 0.0141   7 7 4   6 5 -4   2 2 1   (1)
10.6771 6.6918 0.0140   7 7 4   -5 2 4   0 1 1   (1)
10.6771 6.6925 0.0140   7 7 4   -2 6 5   4 1 0   (1)
10.6771 6.7036 0.0140   7 7 4   4 -1 7   2 0 3   (1)
10.6771 6.7076 0.0140   7 4 -7   4 2 5   2 1 2   (1)
10.6771 6.7506 0.0139   7 7 4   2 -7 1   0 1 0   (1)
10.6771 6.7920 0.0138   7 7 4   1 0 -7   2 2 1   (1)
10.6771 6.8165 0.0137   7 -7 4   2 3 6   0 1 1   (1)
10.6771 6.8281 0.0137   7 7 -4   5 2 5   1 0 2   (1)
10.6771 6.8377 0.0137   7 7 4   1 5 -5   1 0 2   (1)
10.6771 6.8435 0.0137   7 7 4   -4 5 3   1 0 0   (1)
10.6771 6.8729 0.0136   7 7 4   5 -2 6   1 0 1   (1)
10.6771 6.8914 0.0136   7 7 4   5 -1 7   3 4 1   (1)
10.6771 6.8933 0.0136   7 7 4   3 -6 2   5 0 3   (1)
10.6771 6.9016 0.0136   7 7 4   3 5 -5   1 0 4   (1)
10.6771 6.9238 0.0135   7 7 4   3 2 -6   2 2 1   (1)
10.6771 6.9541 0.0135   7 7 -4   4 7 4   2 3 1   (1)
10.6771 6.9655 0.0134   7 -7 4   3 4 5   1 2 2   (1)
10.6771 6.9900 0.0134   7 7 4   -3 5 5   2 3 2   (1)
10.6771 6.9994 0.0134   7 7 4   6 -3 4   2 4 1   (1)
10.6771 7.0443 0.0133   7 7 -4   7 2 4   1 0 1   (1)
10.6771 7.0555 0.0133   7 7 4   5 4 -5   2 2 1   (1)
10.6771 7.0593 0.0133   7 -7 4   1 6 4   0 2 1   (1)
10.6771 7.0723 0.0132   7 7 4   7 -3 1   3 4 2   (1)
10.6771 7.0797 0.0132   7 7 4   2 -2 7   1 0 2   (1)
10.6771 7.0822 0.0132   7 7 4   -4 6 1   0 3 1   (1)
10.6771 7.1020 0.0132   7 7 4   -5 1 5   4 3 1   (1)
10.6771 7.1316 0.0131   7 4 -7   5 1 5   1 0 2   (1)
10.6771 7.1488 0.0131   7 7 4   1 -7 3   3 2 2   (1)
10.6771 7.1543 0.0131   7 4 -7   6 7 1   0 1 2   (1)
10.6771 7.1592 0.0131   7 7 4   3 -2 7   2 4 -1   (1)
10.6771 7.1611 0.0131   7 7 4   2 0 -7   0 1 4   (1)
10.6771 7.1739 0.0131   7 4 -7   7 5 2   1 1 3   (1)
10.6771 7.1873 0.0130   7 7 4   7 6 -4   2 2 1   (1)
10.6771 7.2068 0.0130   7 7 -4   4 1 6   3 2 1   (1)
10.6771 7.2196 0.0130   7 7 4   4 -6 1   2 1 1   (1)
10.6771 7.2360 0.0129   7 7 4   5 -4 4   2 3 1   (1)
10.6771 7.2505 0.0129   7 7 4   -3 4 6   4 1 -1   (1)
10.6771 7.2747 0.0129   7 7 4   -4 1 6   4 2 -1   (1)
10.6771 7.2777 0.0129   7 7 4   -3 7 3   1 4 2   (1)
10.6771 7.3138 0.0128   7 4 -7   4 5 4   0 1 3   (1)
10.6771 7.3192 0.0128   7 7 4   2 1 -7   2 2 1   (1)
10.6771 7.3234 0.0128   7 7 -4   2 6 5   1 2 1   (1)
10.6771 7.3335 0.0128   7 7 4   6 3 -5   -1 1 5   (1)
10.6771 7.3479 0.0127   7 7 4   2 -5 5   1 2 0   (1)
10.6771 7.3907 0.0127   7 7 4   6 1 -5   3 2 0   (1)
10.6771 7.4209 0.0126   7 4 -7   6 3 4   2 1 1   (1)
10.6771 7.4333 0.0126   7 7 4   -3 6 5   0 4 3   (1)
10.6771 7.4510 0.0126   7 7 4   4 3 -6   2 2 1   (1)
10.6771 7.4845 0.0125   7 7 4   7 -1 7   2 5 0   (1)
10.6771 7.5336 0.0124   7 7 4   0 6 -5   2 1 2   (1)
10.6771 7.5458 0.0124   7 7 4   -2 5 7   2 1 0   (1)
10.6771 7.5684 0.0124   7 7 4   -3 1 7   2 1 -1   (1)
10.6771 7.5736 0.0124   7 -7 4   2 7 3   1 1 1   (1)
10.6771 7.5829 0.0124   7 7 4   6 5 -5   2 2 1   (1)
10.6771 7.5875 0.0123   7 7 4   3 0 -7   2 3 4   (1)
10.6771 7.5985 0.0123   7 7 4   -5 5 3   1 0 0   (1)
10.6771 7.6244 0.0123   7 7 4   -3 2 7   3 2 0   (1)
10.6771 7.6462 0.0122   7 4 -7   7 6 2   1 1 1   (1)
10.6771 7.6606 0.0122   7 7 4   -5 3 5   0 1 1   (1)
10.6771 7.6811 0.0122   7 7 4   1 3 -7   2 1 5   (12)
10.6771 7.7148 0.0121   7 7 4   2 5 -6   1 0 3   (1)
10.6771 7.7420 0.0121   7 -7 4   0 5 6   1 1 3   (1)
10.6771 7.7477 0.0121   7 7 4   -6 1 5   1 3 3   (1)
10.6771 7.7539 0.0121   7 7 4   3 -3 7   2 1 2   (1)
10.6771 7.7793 0.0120   7 7 4   7 -4 1   4 3 2   (1)
10.6771 7.7827 0.0120   7 -7 4   5 6 0   4 1 1   (1)
10.6771 7.7962 0.0120   7 4 -7   3 4 6   0 1 4   (1)
10.6771 7.8063 0.0120   7 7 4   6 -5 1   1 3 1   (1)
10.6771 7.8147 0.0120   7 7 4   7 3 -5   4 3 0   (1)
10.6771 7.8187 0.0120   7 7 4   -4 7 0   1 3 1   (1)
10.6771 7.8416 0.0119   7 7 4   6 -2 7   1 0 1   (1)
10.6771 7.8467 0.0119   7 7 4   3 2 -7   2 2 1   (1)
10.6771 7.8500 0.0119   7 -7 4   7 4 2   3 1 1   (1)
10.6771 7.8601 0.0119   7 7 4   7 2 -5   -1 1 3   (1)
10.6771 7.8690 0.0119   7 7 4   5 -6 1   5 0 2   (1)
10.6771 7.9240 0.0118   7 7 4   7 -3 5   3 0 2   (1)
10.6771 7.9389 0.0118   7 7 4   6 -5 2   2 1 1   (1)
10.6771 7.9417 0.0118   7 7 -4   5 7 5   0 1 4   (1)
10.6771 7.9533 0.0118   7 4 -7   4 7 3   0 2 3   (1)
10.6771 7.9665 0.0118   7 -7 4   4 7 1   1 4 0   (1)
10.6771 7.9786 0.0117   7 7 4   5 4 -6   2 2 1   (1)
10.6771 8.0274 0.0117   7 4 -7   2 5 6   1 2 2   (1)
10.6771 8.0279 0.0117   7 7 4   7 -4 3   4 1 2   (1)
10.6771 8.0323 0.0117   7 7 4   4 -5 5   3 2 2   (1)
10.6771 8.0470 0.0116   7 7 4   3 -7 3   2 3 1   (1)
10.6771 8.0574 0.0116   7 7 4   2 -5 6   3 4 1   (1)
10.6771 8.0617 0.0116   7 7 4   -6 5 2   0 2 1   (1)
10.6771 8.0623 0.0116   7 7 4   0 4 -7   3 4 0   (12)
10.6771 8.0975 0.0116   7 7 -4   1 4 7   1 2 2   (1)
10.6771 8.1105 0.0115   7 7 4   7 6 -5   2 2 1   (1)
10.6771 8.1138 0.0115   7 -7 4   2 7 4   3 1 3   (1)
10.6771 8.1752 0.0115   7 -7 4   6 5 3   2 2 1   (1)
10.6771 8.1768 0.0115   7 7 4   -4 6 5   3 2 1   (1)
10.6771 8.2025 0.0114   7 -7 4   2 4 7   0 1 1   (1)
10.6771 8.2169 0.0114   7 4 -7   4 2 7   2 1 3   (1)
10.6771 8.2174 0.0114   7 7 4   5 -3 7   1 4 -1   (1)
10.6771 8.2807 0.0113   7 7 4   5 -4 6   3 5 1   (1)
10.6771 8.3535 0.0112   7 7 4   -6 5 3   1 0 0   (1)
10.6771 8.3661 0.0112   7 7 4   3 -6 5   4 2 3   (1)
10.6771 8.3745 0.0112   7 7 4   4 3 -7   2 2 1   (1)
10.6771 8.4116 0.0111   7 7 4   1 -7 5   1 2 0   (1)
10.6771 8.4817 0.0110   7 7 4   1 -6 6   1 3 -1   (1)
10.6771 8.5064 0.0110   7 7 4   6 5 -6   2 2 1   (1)
10.6771 8.5358 0.0110   7 7 4   6 -6 1   0 5 1   (1)
10.6771 8.5404 0.0110   7 -7 4   6 3 7   0 5 2   (1)
10.6771 8.5604 0.0109   7 7 4   5 1 -7   1 2 3   (1)
10.6771 8.5609 0.0109   7 7 4   4 -7 3   2 4 1   (1)
10.6771 8.5773 0.0109   7 7 4   0 5 -7   1 0 2   (1)
10.6771 8.6095 0.0109   7 7 4   -7 5 1   1 2 1   (1)
10.6771 8.6293 0.0109   7 7 4   -5 4 6   0 1 1   (1)
10.6771 8.6749 0.0108   7 7 4   -4 7 5   0 3 2   (1)
10.6771 8.7248 0.0107   7 7 4   3 5 -7   1 0 5   (1)
10.6771 8.7344 0.0107   7 -7 4   5 6 4   1 3 1   (1)
10.6771 8.7384 0.0107   7 7 -4   7 4 6   4 3 1   (1)
10.6771 8.7570 0.0107   7 7 4   -6 4 5   2 3 2   (1)
10.6771 8.7790 0.0107   7 -7 4   7 5 3   1 6 0   (1)
10.6771 8.8074 0.0106   7 7 4   -5 2 7   1 2 2   (1)
10.6771 8.9025 0.0105   7 7 4   5 4 -7   2 2 1   (1)
10.6771 8.9158 0.0105   7 7 4   7 -3 7   3 2 2   (1)
10.6771 8.9878 0.0104   7 7 4   -7 4 4   3 2 1   (1)
10.6771 9.0156 0.0104   7 -7 4   3 5 7   0 3 2   (1)
10.6771 9.0345 0.0104   7 7 4   7 6 -6   2 2 1   (1)
10.6771 9.0622 0.0103   7 7 -4   6 2 7   1 0 2   (1)
10.6771 9.0626 0.0103   7 7 -4   6 1 7   2 0 3   (1)
10.6771 9.0796 0.0103   7 -7 4   3 7 5   0 3 1   (1)
10.6771 9.1085 0.0103   7 7 4   -7 5 3   1 0 0   (1)
10.6771 9.1234 0.0103   7 7 4   7 -4 6   4 0 3   (1)
10.6771 9.1244 0.0103   7 7 4   6 3 -7   1 2 4   (1)
10.6771 9.1258 0.0103   7 7 4   0 6 -7   2 3 0   (1)
10.6771 9.1933 0.0102   7 7 4   -6 5 5   4 1 0   (1)
10.6771 9.1962 0.0102   7 4 -7   7 0 6   5 1 1   (1)
10.6771 9.2162 0.0102   7 -7 4   7 6 1   2 3 0   (1)
10.6771 9.2480 0.0101   7 7 -4   6 4 7   2 1 4   (1)
10.6771 9.2504 0.0101   7 7 4   -6 1 7   0 2 3   (1)
10.6771 9.2694 0.0101   7 4 -7   6 1 7   1 0 2   (1)
10.6771 9.3288 0.0100   7 7 4   -6 7 2   1 2 1   (1)
10.6771 9.3776 0.0100   7 7 4   -7 2 6   6 2 -1   (1)
10.6771 9.4112 0.0100   7 7 4   -5 6 6   1 4 3   (1)
10.6771 9.4265 0.0099   7 -7 4   7 5 5   1 4 1   (1)
10.6771 9.4307 0.0099   7 7 4   6 5 -7   2 2 1   (1)
10.6771 9.4335 0.0099   7 7 4   6 -7 2   1 5 1   (1)
10.6771 9.4340 0.0099   7 7 4   -6 2 7   4 3 1   (12)
10.6771 9.4864 0.0099   7 -7 4   4 7 5   0 4 1   (1)
10.6771 9.5307 0.0098   7 7 4   -6 7 3   0 2 1   (1)
10.6771 9.5527 0.0098   7 7 4   2 7 -7   3 1 5   (1)
10.6771 9.5669 0.0098   7 7 -4   7 3 7   3 2 1   (1)
10.6771 9.5981 0.0098   7 7 4   -5 5 7   0 1 1   (1)
10.6771 9.6405 0.0097   7 7 4   -4 7 7   2 3 2   (1)
10.6771 9.6691 0.0097   7 7 4   6 -6 5   2 3 1   (1)
10.6771 9.6732 0.0097   7 7 4   -6 3 7   2 1 0   (1)
10.6771 9.6840 0.0097   7 4 -7   6 3 7   2 1 2   (1)
10.6771 9.7720 0.0096   7 7 -4   5 7 7   0 1 5   (1)
10.6771 9.8631 0.0095   7 -7 4   1 7 7   1 2 3   (1)
10.6771 9.9591 0.0094   7 7 4   7 6 -7   2 2 1   (1)
10.6771 9.9626 0.0094   7 4 -7   6 7 5   3 3 1   (1)
10.6771 9.9640 0.0094   7 -7 4   4 6 7   1 2 2   (1)
10.6771 10.0145 0.0094   7 7 4   6 -7 4   2 5 1   (1)
10.6771 10.0459 0.0093   7 4 -7   4 6 7   0 1 3   (1)
10.6771 10.0782 0.0093   7 7 4   2 -7 7   3 1 3   (1)
10.6771 10.1787 0.0092   7 7 4   -6 7 5   4 2 1   (1)
10.6771 10.3020 0.0091   7 7 4   5 -6 7   2 5 0   (1)
10.6771 10.3441 0.0091   7 7 4   -7 3 7   4 1 -1   (12)
10.6771 10.4172 0.0090   7 4 -7   6 5 7   4 3 2   (1)
10.6771 10.6099 0.0088   7 7 4   -6 7 6   3 2 1   (1)
6.4807 10.6827 0.0144   5 -4 1   7 6 6   0 5 2   (1)
10.6771 10.6828 0.0088   7 7 4   6 -6 7   3 2 2   (1)
5.3852 10.6835 0.0174   4 -3 2   7 6 7   1 4 2   (1)
7.8740 10.6884 0.0119   7 3 2   6 -7 7   3 1 1   (1)
4.2426 10.6901 0.0220   4 1 1   -6 6 7   1 0 0   (1)
9.4868 10.6906 0.0099   7 5 4   5 -7 7   4 1 3   (1)
6.7823 10.6913 0.0138   6 1 3   -7 7 5   3 0 1   (1)
7.8102 10.6924 0.0120   6 3 -4   5 7 7   2 2 1   (1)
5.8310 10.6950 0.0160   4 3 3   -6 7 6   1 1 1   (1)
9.9499 10.6979 0.0094   7 5 5   7 -7 6   4 1 3   (1)
5.4772 10.6989 0.0171   2 1 -5   7 5 7   3 2 1   (1)
5.0990 10.7005 0.0183   4 -3 1   6 6 7   3 2 3   (1)
5.9161 10.7038 0.0158   5 3 1   6 -7 6   1 1 0   (1)
9.6954 10.7079 0.0096   7 3 6   -5 7 7   3 0 1   (1)
7.2801 10.7088 0.0128   7 0 2   -5 7 7   2 2 3   (1)
9.1104 10.7109 0.0102   7 5 3   7 -6 7   2 1 1   (1)
6.4031 10.7124 0.0146   6 1 2   -6 6 7   1 3 4   (1)
8.0623 10.7166 0.0116   6 -5 2   6 6 7   1 5 3   (1)
9.8489 10.7209 0.0095   6 6 5   6 7 -7   1 1 1   (1)
8.1240 10.7210 0.0115   7 -4 1   6 7 6   0 2 1   (1)
4.1231 10.7211 0.0226   3 2 2   6 -7 7   1 3 0   (1)
4.5826 10.7216 0.0204   4 1 -2   7 6 7   0 2 5   (1)
9.8489 10.7267 0.0095   6 -6 5   6 7 6   1 1 1   (1)
9.2736 10.7303 0.0100   7 -6 1   7 5 7   4 1 3   (1)
10.3441 10.7312 0.0090   7 3 -7   7 6 6   2 2 3   (1)
7.8740 10.7321 0.0118   3 -7 2   6 7 6   1 1 1   (1)
5.3852 10.7351 0.0173   3 -4 2   7 5 7   0 6 1   (1)
10.0499 10.7376 0.0093   7 6 4   6 -7 6   4 0 3   (1)
10.0995 10.7384 0.0092   7 7 2   -5 7 7   1 2 1   (1)
8.1240 10.7485 0.0115   5 -5 4   6 7 6   1 1 1   (1)
5.8310 10.7526 0.0159   4 -3 3   7 7 6   1 3 1   (1)
7.3485 10.7540 0.0127   5 -5 2   7 6 6   0 4 1   (1)
9.9499 10.7544 0.0093   7 5 5   -6 6 7   3 2 2   (1)
8.1240 10.7548 0.0114   4 -7 1   5 7 7   1 3 2   (1)
5.3852 10.7591 0.0173   5 0 -2   7 7 6   2 3 3   (1)
7.8740 10.7598 0.0118   6 5 1   7 -6 6   2 0 1   (1)
10.0499 10.7602 0.0092   7 -6 4   7 7 5   3 1 2   (1)
10.4881 10.7644 0.0089   7 6 5   5 -7 7   3 3 2   (1)
7.0711 10.7648 0.0131   4 3 -5   7 6 6   1 1 4   (1)
8.0623 10.7710 0.0115   7 0 -4   6 7 6   3 2 1   (1)
5.1962 10.7738 0.0179   5 1 1   -7 6 7   1 0 0   (1)
8.3666 10.7743 0.0111   6 5 3   7 -7 5   1 5 0   (1)
8.6023 10.7760 0.0108   7 5 0   7 -6 6   4 1 1   (1)
8.7750 10.7764 0.0106   6 -5 4   5 7 7   0 3 1   (1)
9.9499 10.7788 0.0093   7 5 -5   6 7 7   2 2 1   (1)
8.6603 10.7790 0.0107   7 -5 1   6 6 7   0 5 3   (1)
7.2801 10.7791 0.0127   6 -4 1   7 7 5   0 3 1   (1)
10.0499 10.7800 0.0092   7 4 6   -6 7 6   4 0 1   (1)
8.0623 10.7803 0.0115   7 0 4   -7 5 7   1 2 5   (1)
6.4031 10.7805 0.0145   4 -4 3   6 7 6   1 1 1   (1)
4.5826 10.7814 0.0202   2 -4 1   6 7 6   1 1 1   (1)
5.0000 10.7815 0.0186   4 3 0   7 -5 7   2 0 1   (1)
5.4772 10.7873 0.0169   5 1 2   6 7 -7   1 -2 4   (1)
8.8318 10.7876 0.0105   7 -5 2   6 7 6   4 2 3   (1)
7.0711 10.7935 0.0131   5 4 3   -6 6 7   0 1 1   (1)
9.4340 10.7938 0.0098   7 6 2   6 -6 7   2 5 -1   (1)
7.5498 10.7939 0.0123   7 2 2   -6 7 6   3 1 1   (1)
7.0711 10.7944 0.0131   5 -4 3   5 7 7   1 3 2   (1)
7.8740 10.7958 0.0118   3 -7 2   5 7 7   0 5 1   (1)
9.8489 10.7961 0.0094   6 6 5   7 -7 5   1 4 1   (1)
6.7082 10.7971 0.0138   5 4 2   7 -7 5   1 3 0   (1)
3.1623 10.7981 0.0293   3 1 0   -5 7 7   1 4 3   (1)
6.7082 10.8002 0.0138   5 2 4   6 6 -7   2 1 1   (1)
9.8489 10.8014 0.0094   6 5 -6   7 7 6   1 1 1   (1)
4.3589 10.8045 0.0212   3 1 -3   7 6 6   1 2 5   (1)
5.8310 10.8058 0.0159   5 0 3   -6 7 6   1 1 2   (1)
10.3441 10.8110 0.0089   7 7 3   -6 6 7   0 5 4   (1)
8.1240 10.8139 0.0114   5 5 4   7 -7 5   1 6 1   (1)
5.4772 10.8151 0.0169   5 2 1   -6 6 7   0 1 1   (1)
6.4807 10.8156 0.0143   5 4 1   6 -6 7   1 3 -1   (1)
4.1231 10.8167 0.0224   4 0 -1   6 7 7   1 1 1   (12)
